,f_root,f_step,pic_lst,path,caption
390,f-YGQH8YZV,f-YGQH8YZV_step01_sent01,"['862.jpg', '864.jpg', '860.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-YGQH8YZV/f-YGQH8YZV_step01_sent01_000,"[['a', 'man', 'with', 'a', 'person', 'stands', 'in', 'a', 'pot', 'and', 'a', 'drink', 'in', 'front', 'of', 'a', 'glass', 'of', 'wine.', '<end>'], ['a', 'person', 'in', 'a', '[UNK]', '<end>'], ['a', 'person', 'with', 'a', 'small', 'cute', 'girl', 'looking', 'at', 'a', 'cup.', '<end>']]"
391,f-YGQH8YZV,f-YGQH8YZV_step08_sent01,"['1368.jpg', '1370.jpg', '1372.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-YGQH8YZV/f-YGQH8YZV_step08_sent01_000,"[['bowls', 'filled', 'with', 'lots', 'of', 'cooking', '[UNK]', 'and', 'bowls', 'on', 'cooking', 'on', 'a', 'table.', '<end>'], ['a', 'pan', 'filled', 'with', 'lots', 'of', 'planes', 'in', 'bowls', 'and', 'another', '<end>'], ['a', 'pan', 'that', 'has', 'baked', 'goods', 'in', 'bowls', 'and', '[UNK]', '<end>']]"
392,f-YGQH8YZV,f-YGQH8YZV_step06_sent02,"['1188.jpg', '1192.jpg', '1190.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-YGQH8YZV/f-YGQH8YZV_step06_sent02_010,"[['a', 'large', 'pan', 'is', 'filled', 'with', 'fresh', 'berries', 'and', 'other', 'food', 'on', 'plates.', '<end>'], ['the', 'double', 'pan', 'filled', 'with', 'bowls', 'filled', 'with', 'broccoli', 'and', '[UNK]', '<end>'], ['a', 'cooks', 'out', 'to', 'be', 'being', '[UNK]', '<end>']]"
393,f-YGQH8YZV,f-YGQH8YZV_step06_sent02,"['158.jpg', '156.jpg', '160.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-YGQH8YZV/f-YGQH8YZV_step06_sent02_000,"[['a', 'hand', 'holding', 'a', 'knife.', '<end>'], ['some', 'military', '[UNK]', 'appears', '[UNK]', 'being', '[UNK]', '<end>'], ['a', 'hand', 'and', 'yellow', 'paint', 'has', 'been', 'closed', 'off', 'the', 'wall', '<end>']]"
394,f-YGQH8YZV,f-YGQH8YZV_step06_sent01,"['408.jpg', '404.jpg', '406.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-YGQH8YZV/f-YGQH8YZV_step06_sent01_000,"[['the', 'bowl', 'of', 'some', 'rocks', 'by', 'a', 'large', 'piece', 'of', 'an', '[UNK]', 'decorative', 'knife', 'over', 'an', 'airplane.', '<end>'], ['a', 'man', 'holding', 'a', 'very', 'large', 'rear', 'of', 'prey', 'is', 'on', 'a', 'red', '[UNK]', '<end>'], ['a', 'large', 'group', 'of', 'toilets', 'appear', 'to', 'provide', 'a', 'little', 'girl.', '<end>']]"
395,f-YGQH8YZV,f-YGQH8YZV_step05_sent01,"['32.jpg', '30.jpg', '28.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-YGQH8YZV/f-YGQH8YZV_step05_sent01_000,"[['a', 'young', 'person', 'in', 'a', 'box', '<end>'], ['a', 'young', 'picture', 'of', 'a', '[UNK]', 'puts', 'his', 'child', 'with', 'a', 'young', 'child.', '<end>'], ['a', 'picture', 'of', 'picture', 'shows', 'a', 'display', 'of', 'tabletop', 'oven', 'with', 'picture', 'around', 'it', 'has', '[UNK]', 'and', '[UNK]', 'and', 'shows', 'how', 'to', '[UNK]', '<end>']]"
396,f-YGQH8YZV,f-YGQH8YZV_step04_sent01,"['380.jpg', '378.jpg', '376.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-YGQH8YZV/f-YGQH8YZV_step04_sent01_009,"[['a', 'close', 'up', 'of', 'a', 'plate', 'topped', 'with', 'sliced', 'and', 'fries', 'covered', 'in', 'eaten', '<end>'], ['a', 'white', 'plate', 'topped', 'with', 'a', 'knife', 'and', 'a', 'knife', 'on', 'a', 'table', 'in', 'them.', '<end>'], ['a', 'close', 'up', 'of', 'a', 'fried', 'rice', 'with', 'a', 'person', 'eating.', '<end>']]"
397,f-YGQH8YZV,f-YGQH8YZV_step04_sent01,"['32.jpg', '34.jpg', '36.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-YGQH8YZV/f-YGQH8YZV_step04_sent01_001,"[['the', 'large', 'board', 'with', 'many', 'different', '[UNK]', '[UNK]', 'with', 'a', 'spoon.', '<end>'], ['a', 'plate', 'is', 'filled', 'with', 'food', 'that', 'is', 'being', 'displayed', 'in', 'a', 'green', 'bananas.', '<end>'], ['a', 'woman', 'holding', 'a', 'dish', 'with', 'different', 'types', 'of', 'food', 'lined', 'up', '<end>']]"
398,f-YGQH8YZV,f-YGQH8YZV_step03_sent01,"['100.jpg', '102.jpg', '104.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-YGQH8YZV/f-YGQH8YZV_step03_sent01_003,"[['a', 'woman', 'holds', 'a', 'white', 'frosting', 'on', 'a', 'table.', '<end>'], ['an', 'old', 'sheep', 'with', 'a', 'banana.', '<end>'], ['a', 'shape', 'of', 'a', '[UNK]', 'baseball', 'are', 'on', 'it', '<end>']]"
399,f-Y2HTQLYW,f-Y2HTQLYW_step01_sent01,"['94.jpg', '96.jpg', '92.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Y2HTQLYW/f-Y2HTQLYW_step01_sent01_000,"[['a', 'white', 'plate', 'that', 'has', 'white', 'fruit', 'on', 'a', 'table.', '<end>'], ['a', 'blender', 'sitting', '[UNK]', 'kitchen', '<end>'], ['a', 'picture', 'of', 'different', 'foods', 'on', 'a', 'drink.', '<end>']]"
400,f-Y2HTQLYW,f-Y2HTQLYW_step04_sent01,"['248.jpg', '246.jpg', '244.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Y2HTQLYW/f-Y2HTQLYW_step04_sent01_000,"[['there', 'are', 'many', 'breakfast', 'lunch', 'box', 'on', 'the', 'side', 'of', 'it.', '<end>'], ['a', 'large', 'covered', 'that', 'must', 'be', 'eaten', '<end>'], ['the', 'meal', 'of', 'some', 'fried', '[UNK]', 'decorated', 'donut', 'on', 'it.', '<end>']]"
401,f-Y2HTQLYW,f-Y2HTQLYW_step03_sent03,"['128.jpg', '130.jpg', '132.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Y2HTQLYW/f-Y2HTQLYW_step03_sent03_014,"[['a', 'cluttered', 'with', 'number', 'on', 'game', '<end>'], ['a', 'man', 'holding', 'a', 'piece', 'of', 'an', 'apple', 'in', 'an', 'oven', 'near', 'a', 'metal', 'built', 'in', 'an', 'upside', 'down', 'next', 'to', 'it.', '<end>'], ['a', 'long', 'haired', 'commercial', 'kitchen', 'with', 'a', 'wooden', 'board', '<end>']]"
402,f-Y2HTQLYW,f-Y2HTQLYW_step03_sent03,"['144.jpg', '142.jpg', '140.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Y2HTQLYW/f-Y2HTQLYW_step03_sent03_010,"[['there', 'is', 'a', 'kitchen', 'sink', 'with', 'some', 'sliced', 'into', 'a', 'kitchen', '<end>'], ['the', '[UNK]', '[UNK]', '[UNK]', 'on', 'the', 'table', 'with', 'clear', 'glass', 'full', 'of', '[UNK]', 'and', 'meat.', '<end>'], ['the', 'picture', 'view', 'of', 'food', 'up', 'in', 'the', 'oven.', '<end>']]"
403,f-Y2HTQLYW,f-Y2HTQLYW_step03_sent02,"['144.jpg', '142.jpg', '140.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Y2HTQLYW/f-Y2HTQLYW_step03_sent02_001,"[['a', 'kitchen', 'bowl', 'filled', 'with', 'some', 'food.', '<end>'], ['a', 'wooden', 'items', 'are', 'stacked', 'together', 'on', 'the', 'table', 'together', 'on', 'the', 'table', '<end>'], ['a', 'blender', 'and', 'yellow', '[UNK]', 'and', 'oranges.', '<end>']]"
404,f-Y2HTQLYW,f-Y2HTQLYW_step03_sent01,"['728.jpg', '726.jpg', '724.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Y2HTQLYW/f-Y2HTQLYW_step03_sent01_004,"[['asian', 'kitchen', 'with', 'various', 'types', 'of', 'food', 'cooking', 'large', '[UNK]', '<end>'], ['a', 'picture', 'of', 'a', 'tea', 'junk', 'with', 'a', 'stove', 'with', 'a', 'stove', 'with', 'a', 'mixture', 'of', 'a', 'stove', 'the', 'lid', 'and', 'is', 'sitting', 'next', 'to', 'rice', 'ready', 'to', '[UNK]', '<end>'], ['a', 'stove', 'top', 'oven', 'sitting', 'on', 'it', '<end>']]"
405,f-Y2HTQLYW,f-Y2HTQLYW_step02_sent01,"['178.jpg', '180.jpg', '176.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-Y2HTQLYW/f-Y2HTQLYW_step02_sent01_000,"[['a', 'close', 'up', 'of', 'the', 'inside', 'of', 'a', 'close', 'up', 'of', 'a', 'vase', 'filled', 'with', 'a', 'yellow', 'flower', 'on', 'the', 'counter.', '<end>'], ['a', 'hand', 'has', 'been', 'been', '[UNK]', 'by', 'a', 'banana', '<end>'], ['a', 'close', 'up', 'of', 'a', 'bowl', 'of', 'banana', 'in', 'the', 'bowl', '<end>']]"
406,f-VDSMYYBP,f-VDSMYYBP_step06_sent02,"['542.jpg', '540.jpg', '544.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step06_sent02_000,"[['a', 'shiny', 'metal', 'stove', 'with', 'lots', 'of', 'fresh', 'produce', 'piled', 'between', 'broccoli', 'and', 'some', 'broccoli.', '<end>'], ['the', 'meal', 'that', 'is', 'filled', 'with', 'some', 'sort', 'moving', 'in', 'each', 'other.', '<end>'], ['a', 'plate', 'of', 'fresh', 'food', 'sitting', 'on', 'mantle.', '<end>']]"
407,f-VDSMYYBP,f-VDSMYYBP_step05_sent01,"['1388.jpg', '1384.jpg', '1386.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step05_sent01_000,"[['a', 'picture', 'of', 'people', 'in', 'an', '[UNK]', 'and', 'having', 'an', 'upright', '[UNK]', 'at', 'it.', '<end>'], ['a', 'line', 'of', 'people', 'are', 'on', 'the', 'back', 'of', 'a', 'table.', '<end>'], ['a', 'lot', 'of', 'the', 'view', 'of', 'an', 'assortment', 'of', 'a', 'meal', 'steaming', 'machine', 'is', 'sitting', 'next', 'to', 'a', 'lot', 'with', '[UNK]', 'kitchen', 'with', 'pot', 'and', 'pans', 'on', 'it,', 'next', 'to', 'a', 'meal', 'in', 'a', '[UNK]', 'and', 'pans', 'are', 'on', 'a', 'house.', '<end>']]"
408,f-VDSMYYBP,f-VDSMYYBP_step04_sent04,"['398.jpg', '396.jpg', '400.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step04_sent04_007,"[['an', 'assortment', 'of', 'food', 'cooking', 'in', 'some', 'broccoli.', '<end>'], ['an', 'assortment', 'of', 'food,', 'served', 'in', 'a', 'frying', 'in', 'it', '<end>'], ['the', 'fresh', 'sticks', 'some', 'broccoli.', '<end>']]"
409,f-VDSMYYBP,f-VDSMYYBP_step04_sent04,"['80.jpg', '84.jpg', '82.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step04_sent04_000,"[['a', 'dark', 'double', 'potted', 'wood', 'metal', 'pot.', '<end>'], ['a', 'man', 'holding', 'a', 'hot', 'dog', 'near', 'a', 'display', 'in', 'a', 'metal', 'circles', '<end>'], ['a', 'woman', 'moving', 'in', 'hand', '<end>']]"
410,f-VDSMYYBP,f-VDSMYYBP_step04_sent03,"['476.jpg', '472.jpg', '474.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step04_sent03_006,"[['the', 'person', 'holding', 'a', 'frosted', 'cake', 'on', 'the', 'floor', '<end>'], ['a', 'nicely', 'eaten', 'with', 'sliced', 'hot', 'spoon', 'on', 'a', 'table.', '<end>'], ['a', 'person', 'holding', 'yellow', 'frosting', 'a', 'blender', 'being', 'held', 'by', 'side.', '<end>']]"
411,f-VDSMYYBP,f-VDSMYYBP_step04_sent03,"['400.jpg', '398.jpg', '396.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step04_sent03_005,"[['a', 'lot', 'of', 'three', 'bowls', 'of', 'some', 'potatoes', 'are', 'on', 'the', 'middle', 'of', 'it.', '<end>'], ['a', 'bowl', 'of', 'food', 'sit', 'in', 'it.', '<end>'], ['a', 'plate', 'of', 'flat', 'next', 'to', 'be', 'cooking', 'on', 'a', 'plate.', '<end>']]"
412,f-VDSMYYBP,f-VDSMYYBP_step04_sent02,"['398.jpg', '400.jpg', '396.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step04_sent02_000,"[['a', 'series', 'of', 'food', 'including', 'a', 'serving', 'and', 'served.', '<end>'], ['the', 'three', 'bowls', 'of', '[UNK]', 'a', 'small', 'pots', 'make', 'it', '<end>'], ['the', 'meal', 'board', 'with', 'seaweed', 'on', 'the', 'side', 'of', 'a', 'plate.', '<end>']]"
413,f-VDSMYYBP,f-VDSMYYBP_step04_sent01,"['78.jpg', '80.jpg', '76.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step04_sent01_000,"[['an', 'image', 'of', 'a', 'hot', 'dog', 'sits', 'two', 'hotdogs,', 'a', 'hot', 'dogs,', '[UNK]', 'has', 'a', 'photograph', 'of', 'a', 'dimly', 'lit', 'shot', 'of', 'a', 'photograph', 'of', 'a', 'close', 'up', 'of', 'a', 'close', 'up', 'of', 'a', 'homemade', 'kitchen', 'with', 'an', 'upright', 'man', 'with', 'food', 'cooking', 'in', 'a', 'taking', 'a', 'an', 'oven', 'with'], ['a', 'silver', 'and', 'grill', 'has', 'silver', 'oven', 'sitting', 'next', 'to', 'a', '[UNK]', 'in', 'the', 'camera.', '<end>'], ['a', 'pan', 'with', 'a', 'mixture', 'of', 'food', 'including', 'a', 'pan', 'on', 'an', 'assortment', 'of', 'wine', 'holding', 'a', 'side', 'oven', 'with', 'a', 'pan', 'with', 'food', 'is', 'cooking', 'behind', 'a', 'mixture', 'of', 'food', 'items.', '<end>']]"
414,f-VDSMYYBP,f-VDSMYYBP_step03_sent01,"['1388.jpg', '1384.jpg', '1386.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step03_sent01_004,"[['a', 'man', 'takes', 'up', 'a', 'big', 'bunch', 'of', 'food.', '<end>'], ['a', 'busy', 'bar', 'being', '[UNK]', 'in', 'a', 'line', 'on', 'the', 'table', 'with', 'a', '[UNK]', '<end>'], ['a', 'drink', 'counter.', '<end>']]"
415,f-VDSMYYBP,f-VDSMYYBP_step03_sent01,"['80.jpg', '78.jpg', '76.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step03_sent01_000,"[['two', 'fresh', 'fresh', 'bananas', 'and', 'some', 'sort', 'of', 'food.', '<end>'], ['two', 'large', 'lot', 'of', 'various', 'vegetables', 'on', 'a', 'plate', 'on', 'a', 'plate.', '<end>'], ['the', 'dish', 'in', 'the', 'air', 'on', 'the', 'corner', '<end>']]"
416,f-VDSMYYBP,f-VDSMYYBP_step02_sent01,"['70.jpg', '72.jpg', '68.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-VDSMYYBP/f-VDSMYYBP_step02_sent01_000,"[['a', 'picture', 'of', 'a', 'stove,', 'tea', 'moving', 'with', 'broccoli.', '<end>'], ['a', 'close', 'up', 'of', 'an', 'image', 'of', 'an', 'old', 'oven', 'sitting', 'inside', 'of', 'it.', '<end>'], ['an', 'oven', 'with', 'some', 'meat', 'sitting', 'on', 'it', '<end>']]"
417,f-V3RP2RSG,f-V3RP2RSG_step03_sent03,"['312.jpg', '308.jpg', '310.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-V3RP2RSG/f-V3RP2RSG_step03_sent03_006,"[['a', 'man', 'is', 'sitting', 'in', 'front', 'of', 'a', 'doorway.', '<end>'], ['a', 'woman', 'with', 'travelers', 'workers', 'wading', 'in', 'water.', '<end>'], ['a', 'large', 'black', 'cat', 'being', '[UNK]', '<end>']]"
418,f-V3RP2RSG,f-V3RP2RSG_step03_sent01,"['220.jpg', '218.jpg', '216.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-V3RP2RSG/f-V3RP2RSG_step03_sent01_001,"[['a', 'very', 'close-up', 'of', 'someones', 'served', 'in', 'the', 'goods.', '<end>'], ['a', 'bowl', 'of', '[UNK]', 'some', 'food', 'on', 'it.', '<end>'], ['a', 'deep', '[UNK]', 'asian', 'industrial', '[UNK]', 'some', '[UNK]', '<end>']]"
419,f-V3RP2RSG,f-V3RP2RSG_step02_sent04,"['212.jpg', '214.jpg', '216.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-V3RP2RSG/f-V3RP2RSG_step02_sent04_000,"[['a', 'woman', 'brush', 'covered', 'in', 'her', 'arm', 'while', 'holding', 'her', 'arm', 'a', 'special', 'a', 'arms.', '<end>'], ['a', 'man', 'wearing', 'a', 'hat', 'while', 'a', 'person', 'in', 'a', '[UNK]', '<end>'], ['an', 'old', 'girl', 'in', 'front', 'door', '<end>']]"
420,f-V3RP2RSG,f-V3RP2RSG_step02_sent03,"['326.jpg', '328.jpg', '324.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-V3RP2RSG/f-V3RP2RSG_step02_sent03_000,"[['a', 'plate', 'filled', 'with', 'plates', 'of', 'the', 'dish', 'on', 'a', 'stove', 'with', 'two', 'forks', 'a', 'wooden', 'spoon.', '<end>'], ['a', 'wooden', 'tray', 'of', 'meal', 'on', 'a', 'platter', 'laying', 'on', 'a', '[UNK]', 'flooring.', '<end>'], ['the', 'stove', 'and', 'meal', 'of', 'dishes.', '<end>']]"
421,f-V3RP2RSG,f-V3RP2RSG_step02_sent02,"['172.jpg', '170.jpg', '168.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-V3RP2RSG/f-V3RP2RSG_step02_sent02_010,"[['multiple', 'eaten', 'stack', 'of', 'food', 'with', 'fresh', '[UNK]', 'on', 'it.', '<end>'], ['a', 'very', 'close', 'up', 'of', 'food', 'with', 'some', 'green', 'carrots', 'in', 'a', 'large', '[UNK]', 'and', '[UNK]', 'with', '[UNK]', '<end>'], ['sliced', 'apple', 'in', 'a', 'spoon.', '<end>']]"
422,f-V3RP2RSG,f-V3RP2RSG_step02_sent01,"['52.jpg', '56.jpg', '54.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-V3RP2RSG/f-V3RP2RSG_step02_sent01_004,"[['a', 'cutting', 'board', 'pizza', 'is', 'filled', 'with', 'a', 'plate', 'with', 'a', 'knife.', '<end>'], ['a', 'plate', 'filled', 'with', 'sliced', 'and', 'a', 'drink.', '<end>'], ['a', 'woman', 'holding', 'a', 'only', 'he', 'has', 'his', 'only', 'him.', '<end>']]"
423,f-V3RP2RSG,f-V3RP2RSG_step01_sent01,"['358.jpg', '360.jpg', '356.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-V3RP2RSG/f-V3RP2RSG_step01_sent01_000,"[['a', 'cutting', 'board', 'with', 'an', 'assortment', 'of', 'the', 'wall', 'topped', 'with', 'a', 'very', 'cluttered', 'counter', 'with', 'dishes.', '<end>'], ['a', 'homemade', 'cake', 'on', 'a', 'display', 'next', 'to', 'a', 'blender', 'and', 'mug', 'inside', 'a', 'table', 'next', 'to', 'a', 'blender', 'full', 'of', 'doughnuts', 'on', 'the', '[UNK]', '<end>'], ['a', 'sign', 'that', 'has', 'been', 'placed', 'on', 'a', 'shelf', 'for', 'lot', 'of', 'electric', 'wall', 'with', '[UNK]', '[UNK]', '<end>']]"
424,f-V3RP2RSG,f-V3RP2RSG_step04_sent02,"['344.jpg', '342.jpg', '340.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-V3RP2RSG/f-V3RP2RSG_step04_sent02_000,"[['a', 'close', 'up', 'of', 'a', 'young', 'man', 'holding', 'a', 'massive', 'sandwich', 'is', 'shown', 'in', 'the', 'air', 'next', 'to', 'a', '[UNK]', 'of', 'an', '[UNK]', '<end>'], ['a', 'small', 'white', 'photo', 'of', 'a', 'boy', 'uses', 'a', 'spoon.', '<end>'], ['a', 'man', 'in', 'the', 'glass', 'case', 'with', '[UNK]', 'and', '[UNK]', '<end>']]"
425,f-V3RP2RSG,f-V3RP2RSG_step04_sent01,"['76.jpg', '74.jpg', '72.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-V3RP2RSG/f-V3RP2RSG_step04_sent01_000,"[['a', 'couple', 'of', 'food', 'with', 'fresh', 'desserts', 'on', 'the', 'table.', '<end>'], ['a', 'woman', 'outside.', '<end>'], ['there', 'is', 'some', '[UNK]', 'served', 'on', 'a', 'pan', 'is', 'on', 'a', 'plate', 'with', 'sliced', 'and', 'spoons.', '<end>']]"
426,f-TRCZRH3S,f-TRCZRH3S_step05_sent02,"['136.jpg', '132.jpg', '134.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-TRCZRH3S/f-TRCZRH3S_step05_sent02_003,"[['a', 'man', 'making', 'fresh', 'food.', '<end>'], ['dishes', 'being', 'sliced', 'dishes', 'being', 'placed', 'on', 'them.', '<end>'], ['a', 'man', 'holding', 'a', 'round', 'a', 'round', 'kitchen', 'cutting', 'some', 'food.', '<end>']]"
427,f-TRCZRH3S,f-TRCZRH3S_step05_sent02,"['172.jpg', '170.jpg', '168.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-TRCZRH3S/f-TRCZRH3S_step05_sent02_000,"[['a', 'view', 'of', 'a', 'wooden', 'post', 'with', 'a', 'piece', 'of', 'a', 'napkin', 'with', 'a', 'piece', 'of', 'cake', 'sits', 'its', 'hand', 'at', 'a', 'wooden', 'board.', '<end>'], ['a', 'blender', 'filled', 'with', 'a', 'bowl', 'of', 'that', 'has', 'been', 'eaten', 'while', 'on', 'the', 'table.', '<end>'], ['a', 'hand', 'in', 'this', 'is', '[UNK]', 'an', 'array', 'of', 'coffee', '<end>']]"
428,f-TRCZRH3S,f-TRCZRH3S_step04_sent03,"['440.jpg', '442.jpg', '444.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-TRCZRH3S/f-TRCZRH3S_step04_sent03_007,"[['a', 'plate', 'yellow', 'plate', 'with', 'orange', 'dessert', 'and', 'a', 'fork', 'is', 'on', 'a', 'plate', '<end>'], ['a', 'man', 'with', 'a', 'light', 'holds', 'his', 'hat', '<end>'], ['an', 'asian', 'woman', 'wearing', 'a', 'hat', 'with', 'his', 'arm', 'while', 'wearing', 'a', 'hat', 'with', 'his', 'arm', 'to', 'his', 'arm', 'around', 'the', 'phone', 'while', 'wearing', 'a', 'jacket', 'wearing', 'a', 'hat', 'and', 'tie', '[UNK]', '<end>']]"
429,f-TRCZRH3S,f-TRCZRH3S_step04_sent01,"['388.jpg', '392.jpg', '390.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-TRCZRH3S/f-TRCZRH3S_step04_sent01_016,"[['some', 'plates', 'holding', 'a', 'close', 'up', 'picture', 'of', 'fresh', '[UNK]', 'placed', 'on', 'a', 'table', 'with', '[UNK]', '[UNK]', '[UNK]', 'by', 'a', 'bowl', 'full', 'of', 'various', 'other', 'asian', 'market.', '<end>'], ['[UNK]', 'counter', 'with', '[UNK]', 'placed', 'on', 'a', 'cup', 'on', 'it.', '<end>'], ['various', 'types', 'of', 'various', 'colors.', '<end>']]"
430,f-TRCZRH3S,f-TRCZRH3S_step03_sent01,"['340.jpg', '344.jpg', '342.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-TRCZRH3S/f-TRCZRH3S_step03_sent01_013,"[['a', 'woman', 'standing', 'in', 'the', 'and', 'holding', 'a', 'refrigerator,', 'and', 'kitchen', 'full', 'of', 'an', 'oven.', '<end>'], ['a', 'woman', 'is', 'taking', 'a', 'sink,', 'sink,', 'a', 'cake', 'on', 'the', 'kitchen', 'table', 'wearing', 'a', 'dishwasher', 'and', 'sink.', '<end>'], ['a', 'woman', 'taking', 'a', 'boy', 'in', 'a', 'metallic', 'refrigerator.', '<end>']]"
431,f-TRCZRH3S,f-TRCZRH3S_step03_sent01,"['172.jpg', '170.jpg', '168.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-TRCZRH3S/f-TRCZRH3S_step03_sent01_009,"[['garbage', 'who', 'contains', 'an', 'orange', 'a', 'red', 'stool', 'with', 'a', 'napkin', 'with', 'the', 'cake', 'a', 'sign.', '<end>'], ['a', 'close', 'up', 'of', 'dessert', 'sits', 'on', 'a', 'table.', '<end>'], ['some', 'yellow', 'desert', 'is', 'sitting', 'on', 'the', 'counter', 'curb.', '<end>']]"
432,f-TRCZRH3S,f-TRCZRH3S_step03_sent01,"['352.jpg', '348.jpg', '350.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-TRCZRH3S/f-TRCZRH3S_step03_sent01_005,"[['an', 'old', 'black', 'lid', 'holding', 'an', 'intersection.', '<end>'], ['a', 'blender', 'cutting', 'board', 'with', 'a', 'pan', 'on', 'a', 'table.', '<end>'], ['an', 'asian', 'black', 'cooking', 'bride', 'and', 'a', '[UNK]', 'next', 'to', 'a', 'large', 'stove', 'surrounded', 'by', 'a', 'weather', 'setting.', '<end>']]"
433,f-TRCZRH3S,f-TRCZRH3S_step02_sent01,"['110.jpg', '108.jpg', '112.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-TRCZRH3S/f-TRCZRH3S_step02_sent01_000,"[['the', 'man', 'is', 'trying', 'to', 'see', 'the', 'outside', 'with', 'a', 'wooden', 'stick.', '<end>'], ['a', 'woman', 'holding', 'several', 'people', 'cutting', 'a', 'custom', 'sugar', 'and', 'cosmetics', 'oven.', '<end>'], ['woman', 'poking', 'out', 'of', 'it.', '<end>']]"
434,f-TRCZRH3S,f-TRCZRH3S_step01_sent01,"['64.jpg', '60.jpg', '62.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-TRCZRH3S/f-TRCZRH3S_step01_sent01_012,"[['a', 'sheet', 'being', '[UNK]', 'some', 'glasses.', '<end>'], ['a', 'pile', 'of', 'dishes', 'full', 'of', 'dishes', 'being', 'placed', 'on', 'a', 'picnic', 'table', 'with', 'dishes', 'full', 'of', 'dishes', 'full', 'of', 'dishes', 'filled', 'with', 'dishes', 'sits', 'on', 'a', 'table', 'full', 'of', 'dishes', 'full', 'of', 'dishes', 'full', 'of', 'dishes', 'full', 'of', 'dishes', 'being', 'sliced', 'as', 'a', 'blender', 'on', 'a', 'table.', '<end>'], ['an', 'image', 'of', 'chocolate', 'vegetables', 'on', 'a', 'table.', '<end>']]"
435,f-SHKG55X4,f-SHKG55X4_step05_sent02,"['1020.jpg', '1024.jpg', '1022.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/f-SHKG55X4/f-SHKG55X4_step05_sent02_009,"[['this', 'is', 'two', '[UNK]', 'of', 'someone', 'holding', 'a', 'well', 'dressed', 'in', 'the', 'same', 'sheet', 'cake.', '<end>'], ['a', 'bar', 'dish', 'covered', 'with', 'frosted', 'donuts', 'at', 'them.', '<end>'], ['a', 'person', 'in', 'a', 'box', 'with', 'fresh', '[UNK]', 'covered', 'in', 'a', 'box', 'and', 'lots', 'of', 'various', 'toppings', 'fried', 'in', 'chocolate', '<end>']]"
